car_id,brand_id,series_id,spec_id,guide_price,car_year,car_age,mileage,city_id,sale_price,brand_name,series_name,spec_name
1007279,10021,2273,11331,11.4800,2011,6.0,6.83,130100,5.4432,长安福特,福克斯,2011款 两厢 1.8手动舒适型
1048602,10021,2273,16269,14.3900,2012,6.0,6.05,130100,7.5,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
1056278,10021,2273,103216,10.9800,2013,5.0,3.85,130100,6.3,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
1071029,10021,2273,115852,13.6800,2015,4.0,4,130100,10.3,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
1072958,10021,2273,308,13.9800,2006,12.0,7.27,130100,3.132,长安福特,福克斯,2006款 两厢 1.8AT时尚型
1083722,10021,2273,100185,10.9800,2012,6.0,5.04,130100,6.48,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
1089648,10021,2273,100182,9.9800,2012,3.0,2.11,130100,7,长安福特,福克斯,2012款 两厢 经典款 1.8L 手动 基本型
1152782,10021,2273,11331,11.4800,2011,8.0,8.28,130100,4.8,长安福特,福克斯,2011款 两厢 1.8手动舒适型
1173815,10021,2273,16267,13.0900,2012,4.0,4.89,130100,7.8,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
1212924,10021,2273,11325,10.4800,2011,7.0,4.55,130100,5.4,长安福特,福克斯,2011款 三厢 1.8手动经典型
1213526,10021,2273,6990,13.4900,2009,8.0,9.01,130100,5.2,长安福特,福克斯,2009款 两厢 1.8AT 时尚型
1221014,10021,2273,11326,11.4800,2011,8.0,12.5,130100,4,长安福特,福克斯,2011款 三厢 1.8手动舒适型
1225437,10021,2273,100184,11.2800,2012,6.0,5.03,130100,6,长安福特,福克斯,2012款 两厢 经典款 1.8L 手动 时尚型
1267716,10021,2273,103213,11.2800,2013,5.0,5.15,130100,5.832,长安福特,福克斯,2013款 三厢 经典款 1.8L 手动 时尚型
1311452,10021,2273,7014,13.4900,2009,9.0,9.52,130100,4.5,长安福特,福克斯,2009款 三厢 1.8AT 时尚型
1317779,10021,2273,16270,13.0900,2012,5.0,6.2,130100,8.43,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
1335495,10021,2273,100195,11.2800,2012,6.0,7.24,130100,4.8,长安福特,福克斯,2012款 三厢 经典款 1.8L 手动 时尚型
1340243,10021,2273,6990,13.4900,2009,9.0,6.7,130100,4.8,长安福特,福克斯,2009款 两厢 1.8AT 时尚型
1360317,10021,2273,16267,13.0900,2012,4.0,4.07,130100,9,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
1367847,10021,2273,16272,14.3900,2012,6.0,5.24,130100,7.2,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
1400559,10021,2273,16269,14.3900,2012,4.0,2.48,130100,8.41,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
1455377,10021,2273,103215,9.9800,2013,5.0,1.94,130100,6,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
1485185,10021,2273,16266,11.9900,2012,4.0,2.15,130100,7.8,长安福特,福克斯,2012款 两厢 1.6L 手动 舒适型
1502332,10021,2273,6989,11.8900,2009,9.0,12.81,130100,3.9,长安福特,福克斯,2009款 两厢 1.8MT 舒适型
1509751,10021,2273,11332,12.7800,2011,8.0,7.16,130100,5.3,长安福特,福克斯,2011款 两厢 1.8自动时尚型
1525642,10021,2273,103215,9.9800,2013,3.0,2.64,130100,6.5,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
1555000,10021,2273,103218,12.3800,2013,4.0,3.2,130100,7.7,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 时尚型
1559654,10021,2273,16272,14.3900,2012,7.0,2.17,130100,6.8,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
156893,10021,2273,112455,11.3800,2014,1.0,.12,130100,12.5,长安福特,福克斯,2014款 两厢 经典版 1.8L 手动 酷白典藏版
1591738,10021,2273,16272,14.3900,2012,7.0,4.53,130100,6.8,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
1650912,10021,2273,7014,13.4900,2009,10.0,9.73,130100,4.32,长安福特,福克斯,2009款 三厢 1.8AT 时尚型
167751,10021,2273,16267,13.0900,2012,2.0,1.2,130100,10,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
1678431,10021,2273,103216,10.9800,2013,4.0,3.66,130100,7,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
1712435,10021,2273,16265,11.9900,2012,5.0,6.28,130100,6.804,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
1712787,10021,2273,16265,11.9900,2012,5.0,6.28,130100,6.804,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
1717739,10021,2273,103216,10.9800,2013,4.0,3.3,130100,7.2,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
1718578,10021,2273,11332,12.7800,2011,8.0,6.99,130100,5.4,长安福特,福克斯,2011款 两厢 1.8自动时尚型
189503,10021,2273,103216,10.9800,2013,3.0,2.6,130100,7.5,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
193902,10021,2273,11331,11.4800,2011,4.0,5.67,130100,6.3,长安福特,福克斯,2011款 两厢 1.8手动舒适型
195299,10021,2273,16276,16.2900,2012,2.0,1.95,130100,11.5,长安福特,福克斯,2012款 两厢 2.0L 自动 豪华运动型
1991120,10021,2273,11331,11.4800,2011,9.0,6.25,130100,3.5,长安福特,福克斯,2011款 两厢 1.8手动舒适型
205476,10021,2273,16269,14.3900,2012,2.0,1.09,130100,10,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
2061805,10021,2273,11332,12.7800,2011,8.0,9.37,130100,5,长安福特,福克斯,2011款 两厢 1.8自动时尚型
206693,10021,2273,100187,12.3800,2012,4.0,1,130100,8,长安福特,福克斯,2012款 经典款 1.8L 自动 时尚型
2110388,10021,2273,16271,13.2900,2012,10.0,1,130100,5.8,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
212180,10021,2273,6989,11.8900,2009,6.0,6.83,130100,5,长安福特,福克斯,2009款 两厢 1.8MT 舒适型
2126378,10021,2273,100185,10.9800,2012,7.0,7,130100,5.29,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
2126587,10021,2273,100185,10.9800,2012,7.0,7,130100,5.29,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
2133890,10021,2273,108124,13.9800,2007,11.0,6.4,130100,2.95,长安福特,福克斯,2007款 三厢 1.8手自一体时尚型
214268,10021,2273,6989,11.8900,2009,7.0,6.83,130100,5,长安福特,福克斯,2009款 两厢 1.8MT 舒适型
2176351,10021,2273,16269,14.3900,2012,4.0,2.93,130100,8,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
2201169,10021,2273,11325,10.4800,2011,9.0,4,130100,4.1,长安福特,福克斯,2011款 三厢 1.8手动经典型
220711,10021,2273,16267,13.0900,2012,5.0,4.5,130100,8,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
221207,10021,2273,103215,9.9800,2013,3.0,2.67,130100,7,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
2246106,10021,2273,7013,11.8900,2009,11.0,13,130100,3.3,长安福特,福克斯,2009款 三厢 1.8MT 舒适型
2256947,10021,2273,11331,11.4800,2011,9.0,6.8,130100,3.9,长安福特,福克斯,2011款 两厢 1.8手动舒适型
2272325,10021,2273,16265,11.9900,2012,5.0,4,130100,6.23,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
229874,10021,2273,11331,11.4800,2011,5.0,5.17,130100,6.3,长安福特,福克斯,2011款 两厢 1.8手动舒适型
239147,10021,2273,16269,14.3900,2012,3.0,3.55,130100,9.3,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
257709,10021,2273,16266,11.9900,2012,2.0,2.2,130100,8.6,长安福特,福克斯,2012款 两厢 1.6L 手动 舒适型
260470,10021,2273,104151,10.5300,2013,3.0,1.6,130100,7,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 百万纪念款
310725,10021,2273,16275,15.1900,2012,4.0,7.73,130100,8,长安福特,福克斯,2012款 两厢 2.0L 手动 豪华运动型
311786,10021,2273,16275,15.1900,2012,4.0,5.16,130100,8,长安福特,福克斯,2012款 两厢 2.0L 手动 豪华运动型
346652,10021,2273,115852,13.6800,2015,1.0,1.3,130100,10.5,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
477154,10021,2273,6989,11.8900,2009,8.0,7.36,130100,4.1,长安福特,福克斯,2009款 两厢 1.8MT 舒适型
527136,10021,2273,11332,12.7800,2011,6.0,4.83,130100,6.8,长安福特,福克斯,2011款 两厢 1.8自动时尚型
574070,10021,2273,11332,12.7800,2011,5.0,3.5,130100,7.4,长安福特,福克斯,2011款 两厢 1.8自动时尚型
590407,10021,2273,16269,14.3900,2012,4.0,4.53,130100,8.5,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
617437,10021,2273,115854,12.4800,2015,2.0,1.1,130100,9.3,长安福特,福克斯,2015款 两厢 1.6L 自动舒适型
646261,10021,2273,11331,11.4800,2011,6.0,3.77,130100,5.6,长安福特,福克斯,2011款 两厢 1.8手动舒适型
651290,10021,2273,11332,12.7800,2011,6.0,4.47,130100,5.8,长安福特,福克斯,2011款 两厢 1.8自动时尚型
657473,10021,2273,103216,10.9800,2013,4.0,4.45,130100,6.8,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
670902,10021,2273,16275,15.1900,2012,4.0,5.4,130100,6.6,长安福特,福克斯,2012款 两厢 2.0L 手动 豪华运动型
885668,10021,2273,16269,14.3900,2012,6.0,5.93,130100,7.8,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
994104,10021,2273,103215,9.9800,2013,5.0,5.35,130100,5,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-17939516,10021,2273,100180,9.9800,2012,8.0,11.2,130100,4,长安福特,福克斯,2012款 三厢 经典款 1.8L 手动 基本型
车源号：HC-19454944,10021,2273,100180,9.9800,2012,8.0,5.4,130100,4.3,长安福特,福克斯,2012款 三厢 经典款 1.8L 手动 基本型
车源号：HC-21707202,10021,2273,16270,13.0900,2012,6.0,4.2,130100,7,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-22753451,10021,2273,16276,16.2900,2012,6.0,3.52,130100,8.33,长安福特,福克斯,2012款 两厢 2.0L 自动 豪华运动型
车源号：HC-24013721,10021,2273,16270,13.0900,2012,6.0,3.23,130100,6.6,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-25894270,10021,2273,115854,12.4800,2015,3.0,3.25,130100,9,长安福特,福克斯,2015款 两厢 1.6L 自动舒适型
车源号：HC-27732333,10021,2273,103218,12.3800,2013,5.0,3.6,130100,6.63,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 时尚型
车源号：HC-27851157,10021,2273,104151,10.5300,2013,7.0,2.7,130100,5.7,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 百万纪念款
车源号：HC-28408781,10021,2273,16274,16.9900,2012,6.0,3.4,130100,7.6,长安福特,福克斯,2012款 三厢 2.0L 自动 旗舰型
车源号：HC-28483988,10021,2273,103214,12.3800,2013,6.0,5.1,130100,6.5,长安福特,福克斯,2013款 三厢 经典款 1.8L 自动 时尚型
车源号：HC-30554947,10021,2273,100185,10.9800,2012,8.0,5.7,130100,5.6,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
车源号：HC-32867366,10021,2273,112456,12.4800,2014,4.0,4.6,130100,6.8,长安福特,福克斯,2014款 两厢 经典版 1.8L 自动 酷白典藏版
车源号：HC-33455868,10021,2273,11327,12.7800,2011,9.0,5,130100,5.1,长安福特,福克斯,2011款 三厢 1.8自动时尚型
车源号：HC-33574091,10021,2273,16273,15.4900,2012,4.0,4.6,130100,5.75,长安福特,福克斯,2012款 三厢 1.6L 自动 尊贵型
车源号：HC-34225283,10021,2273,103215,9.9800,2013,6.0,3.89,130100,6.3,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-34468424,10021,2273,120514,14.1800,2017,4.0,6.34,130100,7.79,长安福特,福克斯,2017款 三厢 Ecoboost125 手自一体 超能风尚版
车源号：HC-35974921,10021,2273,16265,11.9900,2012,7.0,8.12,130100,4.75,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
车源号：HC-36385060,10021,2273,16271,13.2900,2012,6.0,3.04,130100,6.27,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-36806703,10021,2273,16265,11.9900,2012,7.0,3.56,130100,5.89,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
车源号：HC-37237354,10021,2273,11333,14.2800,2011,9.0,10.28,130100,4.1,长安福特,福克斯,2011款 两厢 2.0手动运动型
车源号：HC-38468370,10021,2273,11325,10.4800,2011,7.0,6.49,130100,3.7,长安福特,福克斯,2011款 三厢 1.8手动经典型
车源号：HC-39693935,10021,2273,100185,10.9800,2012,7.0,5.38,130100,4.7,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
车源号：HC-39753649,10021,2273,16272,14.3900,2012,8.0,12.59,130100,6,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
车源号：HC-40510960,10021,2273,120515,13.0800,2017,3.0,3.31,130100,7.12,长安福特,福克斯,2017款 三厢 Ecoboost125 手动 超能风尚型智行版
车源号：HC-40511025,10021,2273,11330,10.4800,2011,9.0,6.43,130100,4.1,长安福特,福克斯,2011款 两厢 1.8手动经典型
车源号：HC-40515288,10021,2273,115854,12.4800,2015,2.0,1.51,130100,9.4,长安福特,福克斯,2015款 两厢 1.6L 自动舒适型
车源号：HC-40749793,10021,2273,16266,11.9900,2012,8.0,4.51,130100,4.1,长安福特,福克斯,2012款 两厢 1.6L 手动 舒适型
车源号：HC-40960648,10021,2273,115852,13.6800,2015,4.0,1.41,130100,9.2,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
车源号：HC-40985999,10021,2273,16266,11.9900,2012,8.0,5.61,130100,4.6,长安福特,福克斯,2012款 两厢 1.6L 手动 舒适型
车源号：HC-41057239,10021,2273,16272,14.3900,2012,7.0,3.81,130100,6.5,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
车源号：HC-41521021,10021,2273,16270,13.0900,2012,7.0,4.32,130100,5.84,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-42157001,10021,2273,16272,14.3900,2012,5.0,4.56,130100,8,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
车源号：HC-42420866,10021,2273,16272,14.3900,2012,5.0,4.61,130100,7,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
车源号：HC-42534405,10021,2273,115842,14.9800,2015,3.0,4.59,130100,9.15,长安福特,福克斯,2015款 三厢 Ecoboost180 自动精英型
车源号：HC-43092973,10021,2273,16270,13.0900,2012,8.0,7.81,130100,5.19,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-43101630,10021,2273,100185,10.9800,2012,8.0,4.23,130100,4.75,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
车源号：HC-43245672,10021,2273,16267,13.0900,2012,7.0,6.42,130100,5.6,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
车源号：HC-43566640,10021,2273,100195,11.2800,2012,7.0,6.97,130100,5.98,长安福特,福克斯,2012款 三厢 经典款 1.8L 手动 时尚型
车源号：HC-43585032,10021,2273,115847,12.4800,2015,4.0,2.26,130100,8.1,长安福特,福克斯,2015款 三厢 1.6L 自动舒适型
车源号：HC-44593887,10021,2273,115845,13.6800,2015,4.0,3.46,130100,7.9,长安福特,福克斯,2015款 三厢 1.6L 自动风尚型
车源号：HC-45333211,10021,2273,115847,12.4800,2015,4.0,3.94,130100,7.5,长安福特,福克斯,2015款 三厢 1.6L 自动舒适型
车源号：HC-45340661,10021,2273,103216,10.9800,2013,6.0,4.81,130100,5.05,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
车源号：HC-45353679,10021,2273,103214,12.3800,2013,7.0,9.62,130100,5.3,长安福特,福克斯,2013款 三厢 经典款 1.8L 自动 时尚型
车源号：HC-45487293,10021,2273,120503,13.8800,2017,3.0,1.1,130100,9.2,长安福特,福克斯,2017款 两厢 1.6L 双离合 风尚型智行版
车源号：HC-45571741,10021,2273,16265,11.9900,2012,6.0,6.27,130100,5.15,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
车源号：HC-45870585,10021,2273,16269,14.3900,2012,6.0,4.51,130100,7.1,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-45890363,10021,2273,115852,13.6800,2015,4.0,2.86,130100,7.2,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
车源号：HC-47240122,10021,2273,11326,11.4800,2011,8.0,13.86,130100,2.9,长安福特,福克斯,2011款 三厢 1.8手动舒适型
车源号：HC-47304833,10021,2273,16270,13.0900,2012,5.0,6.86,130100,5.4,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-47632036,10021,2273,16266,11.9900,2012,5.0,5.38,130100,5.98,长安福特,福克斯,2012款 两厢 1.6L 手动 舒适型
车源号：HC-47650227,10021,2273,120513,14.9800,2017,3.0,1.42,130100,10.3,长安福特,福克斯,2017款 三厢 Ecoboost180 手自一体 精英版
车源号：HC-47651073,10021,2273,115844,12.8800,2015,4.0,3.77,130100,7,长安福特,福克斯,2015款 三厢 Ecoboost125 手动 超能风尚型
车源号：HC-47654783,10021,2273,16270,13.0900,2012,4.0,5.78,130100,7,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-48021341,10021,2273,100182,9.9800,2012,7.0,9.84,130100,4.5,长安福特,福克斯,2012款 两厢 经典款 1.8L 手动 基本型
车源号：HC-48050821,10021,2273,115620,16.5800,2015,5.0,2.87,130100,8.96,长安福特,福克斯,2015款 三厢 Ecoboost180 自动旗舰型
车源号：HC-48939676,10021,2273,11326,11.4800,2011,8.0,5.8,130100,3.3,长安福特,福克斯,2011款 三厢 1.8手动舒适型
车源号：HC-48988350,10021,2273,103217,11.2800,2013,4.0,3.26,130100,6.88,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 时尚型
车源号：HC-49057950,10021,2273,11330,10.4800,2011,9.0,6.65,130100,3.5,长安福特,福克斯,2011款 两厢 1.8手动经典型
车源号：HC-49804081,10021,2273,16269,14.3900,2012,6.0,5.4,130100,6.1,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-49862456,10021,2273,103210,9.9800,2013,6.0,7.23,130100,4.15,长安福特,福克斯,2013款 三厢 经典款 1.8L 手动 基本型
车源号：HC-50448001,10021,2273,16271,13.2900,2012,7.0,6.21,130100,6.46,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-50790414,10021,2273,11326,11.4800,2011,7.0,7.01,130100,4,长安福特,福克斯,2011款 三厢 1.8手动舒适型
车源号：HC-51379511,10021,2273,103210,9.9800,2013,8.0,8.61,130100,3.8,长安福特,福克斯,2013款 三厢 经典款 1.8L 手动 基本型
车源号：HC-51411414,10021,2273,103215,9.9800,2013,6.0,5.6,130100,4.95,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-51630549,10021,2273,11326,11.4800,2011,8.0,11.59,130100,3.5,长安福特,福克斯,2011款 三厢 1.8手动舒适型
车源号：HC-51801209,10021,2273,16267,13.0900,2012,7.0,6.85,130100,6.9,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
车源号：HC-52030920,10021,2273,115852,13.6800,2015,4.0,1.54,130100,8.5,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
车源号：HC-52153741,10021,2273,100185,10.9800,2012,5.0,7.14,130100,6.1,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
车源号：HC-52751675,10021,2273,115854,12.4800,2015,4.0,1.41,130100,8.24,长安福特,福克斯,2015款 两厢 1.6L 自动舒适型
车源号：HC-52788381,10021,2273,103215,9.9800,2013,7.0,5.3,130100,4.45,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-53692421,10021,2273,100182,9.9800,2012,6.0,4.68,130100,5,长安福特,福克斯,2012款 两厢 经典款 1.8L 手动 基本型
车源号：HC-53990441,10021,2273,115854,12.4800,2015,4.0,1.74,130100,8.65,长安福特,福克斯,2015款 两厢 1.6L 自动舒适型
车源号：HC-54241208,10021,2273,11326,11.4800,2011,8.0,13.65,130100,3.32,长安福特,福克斯,2011款 三厢 1.8手动舒适型
车源号：HC-54942825,10021,2273,16269,14.3900,2012,6.0,5.42,130100,6.93,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-55181020,10021,2273,100180,9.9800,2012,7.0,8.73,130100,4.27,长安福特,福克斯,2012款 三厢 经典款 1.8L 手动 基本型
车源号：HC-55604830,10021,2273,11327,12.7800,2011,9.0,7.03,130100,5,长安福特,福克斯,2011款 三厢 1.8自动时尚型
车源号：HC-55655288,10021,2273,115848,11.3800,2015,2.0,3.27,130100,8,长安福特,福克斯,2015款 三厢 1.6L 手动舒适型
车源号：HC-55832372,10021,2273,16268,13.2900,2012,5.0,2.38,130100,6.4,长安福特,福克斯,2012款 两厢 1.6L 手动 风尚型
车源号：HC-55993013,10021,2273,103213,11.2800,2013,5.0,5.26,130100,4.34,长安福特,福克斯,2013款 三厢 经典款 1.8L 手动 时尚型
车源号：HC-56031558,10021,2273,16269,14.3900,2012,7.0,7.33,130100,7,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-56179075,10021,2273,16269,14.3900,2012,5.0,4.35,130100,8,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-56228976,10021,2273,11325,10.4800,2011,8.0,7.22,130100,3.9,长安福特,福克斯,2011款 三厢 1.8手动经典型
车源号：HC-56363615,10021,2273,103213,11.2800,2013,7.0,9.43,130100,4.5,长安福特,福克斯,2013款 三厢 经典款 1.8L 手动 时尚型
车源号：HC-56735701,10021,2273,16276,16.2900,2012,6.0,2.57,130100,7.95,长安福特,福克斯,2012款 两厢 2.0L 自动 豪华运动型
车源号：HC-56762937,10021,2273,16267,13.0900,2012,5.0,3.69,130100,7.61,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
车源号：HC-56826809,10021,2273,16270,13.0900,2012,5.0,4.17,130100,7.61,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-57371103,10021,2273,16271,13.2900,2012,7.0,4.14,130100,5.7,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-57786529,10021,2273,120503,13.8800,2017,3.0,1.86,130100,8.88,长安福特,福克斯,2017款 两厢 1.6L 双离合 风尚型智行版
车源号：HC-57988441,10021,2273,16271,13.2900,2012,5.0,2.43,130100,5.94,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-58321918,10021,2273,103215,9.9800,2013,6.0,13.15,130100,4.5,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-58356445,10021,2273,16270,13.0900,2012,5.0,4.18,130100,6.6,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-58543512,10021,2273,16271,13.2900,2012,4.0,5.56,130100,5.58,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-58645743,10021,2273,16265,11.9900,2012,8.0,8.22,130100,4.5,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
车源号：HC-59132451,10021,2273,104151,10.5300,2013,5.0,4.94,130100,6.36,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 百万纪念款
车源号：HC-59495672,10021,2273,103216,10.9800,2013,6.0,6.81,130100,5.73,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
车源号：HC-59683858,10021,2273,16269,14.3900,2012,7.0,5.08,130100,5.5,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-59802232,10021,2273,11332,12.7800,2011,9.0,9.28,130100,4.36,长安福特,福克斯,2011款 两厢 1.8自动时尚型
车源号：HC-60321899,10021,2273,115844,12.8800,2015,5.0,3.95,130100,7,长安福特,福克斯,2015款 三厢 Ecoboost125 手动 超能风尚型
车源号：HC-60386490,10021,2273,16267,13.0900,2012,5.0,4.63,130100,6.9,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
车源号：HC-60529538,10021,2273,100182,9.9800,2012,8.0,6.39,130100,3.89,长安福特,福克斯,2012款 两厢 经典款 1.8L 手动 基本型
车源号：HC-60587696,10021,2273,104151,10.5300,2013,5.0,5.99,130100,4.79,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 百万纪念款
车源号：HC-60610416,10021,2273,16271,13.2900,2012,7.0,9.26,130100,5,长安福特,福克斯,2012款 三厢 1.6L 手动 风尚型
车源号：HC-60631907,10021,2273,103215,9.9800,2013,5.0,8,130100,5.82,长安福特,福克斯,2013款 两厢 经典款 1.8L 手动 基本型
车源号：HC-60679433,10021,2273,16270,13.0900,2012,6.0,5.09,130100,6.2,长安福特,福克斯,2012款 三厢 1.6L 自动 舒适型
车源号：HC-60928673,10021,2273,115849,14.9800,2015,4.0,3.53,130100,9,长安福特,福克斯,2015款 两厢 Ecoboost180 自动 精英型
车源号：HC-61111780,10021,2273,115850,13.9800,2015,3.0,0.78,130100,8.5,长安福特,福克斯,2015款 两厢 Ecoboost125 自动 超能风尚型
车源号：HC-61165758,10021,2273,103216,10.9800,2013,6.0,7.89,130100,6,长安福特,福克斯,2013款 两厢 经典款 1.8L 自动 基本型
车源号：HC-61204693,10021,2273,11505,12.3800,2007,11.0,15.61,130100,2,长安福特,福克斯,2007款 三厢 1.8MT 舒适型
车源号：HC-61536179,10021,2273,100185,10.9800,2012,6.0,1.78,130100,5.13,长安福特,福克斯,2012款 两厢 经典款 1.8L 自动 基本型
车源号：HC-61543335,10021,2273,103214,12.3800,2013,7.0,2.89,130100,6,长安福特,福克斯,2013款 三厢 经典款 1.8L 自动 时尚型
车源号：HC-61799906,10021,2273,16272,14.3900,2012,8.0,11.69,130100,5.7,长安福特,福克斯,2012款 三厢 1.6L 自动 风尚型
车源号：HC-61923150,10021,2273,16269,14.3900,2012,7.0,7.41,130100,6,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-61963951,10021,2273,11333,14.2800,2011,8.0,7.76,130100,3.88,长安福特,福克斯,2011款 两厢 2.0手动运动型
车源号：HC-62084964,10021,2273,115844,12.8800,2015,4.0,4.17,130100,7,长安福特,福克斯,2015款 三厢 Ecoboost125 手动 超能风尚型
车源号：HC-62108665,10021,2273,16265,11.9900,2012,6.0,8.98,130100,4.13,长安福特,福克斯,2012款 三厢 1.6L 手动 舒适型
车源号：HC-62442177,10021,2273,115846,12.5800,2015,4.0,3.57,130100,8,长安福特,福克斯,2015款 三厢 1.6L 手动风尚型
车源号：HC-62617080,10021,2273,11505,12.3800,2007,11.0,2.73,130100,2.7,长安福特,福克斯,2007款 三厢 1.8MT 舒适型
车源号：HC-62723839,10021,2273,16269,14.3900,2012,7.0,9.17,130100,6.66,长安福特,福克斯,2012款 两厢 1.6L 自动 风尚型
车源号：HC-62845910,10021,2273,16267,13.0900,2012,7.0,5.41,130100,6,长安福特,福克斯,2012款 两厢 1.6L 自动 舒适型
车源号：HC-63007225,10021,2273,115852,13.6800,2015,3.0,2.76,130100,8.5,长安福特,福克斯,2015款 两厢 1.6L 自动风尚型
